<onlyinclude>{{<includeonly>#invoke:Data|set</includeonly><noinclude>Hero/Lua</noinclude>
 |browser_gear_orange2_3 = Orange/Harunian Helm
 |browser_gear_orange2_4 = Orange/Citadel Guardian
 |browser_gear_orange2_5 = Orange/Alucard's Amulet
 |browser_gear_orange2_6 = Orange/Shining Armor
 |browser_gear_orange3_1 = Violet/World Tremor
 |browser_gear_orange3_2 = Violet/Executioner's Sword
 |browser_gear_orange3_3 = Orange/Riversar's Tiara
 |browser_gear_orange3_4 = Orange/Blued Plate Armor
 |browser_gear_orange3_5 = Orange/Ruler's Globus
 |browser_gear_orange3_6 = Orange/Unity of Extremes
 |browser_gear_orange4_1 = Violet/Executioner's Sword
 |browser_gear_orange4_2 = Violet/Angel's Mace
 |browser_gear_orange4_3 = Orange/Alchemist's Set
 |browser_gear_orange4_4 = Orange/Blued Plate Armor
 |browser_gear_orange4_5 = Orange/Unity of Extremes
 |browser_gear_orange4_6 = Orange/Evil Genius Cuirass
 |browser_gear_red0_1 = Orange/Evil Genius Cuirass
 |browser_gear_red0_2 = Orange/Unity of Extremes
 |browser_gear_red0_3 = Orange/Alucard's Amulet
 |browser_gear_red0_4 = Orange/Blued Plate Armor
 |browser_gear_red0_5 = Red/Primarch's Grasp
 |browser_gear_red0_6 = Red/Andvari's Fortitude Support
 |browser_gear_red1_1 = Orange/Shining Armor
 |browser_gear_red1_2 = Orange/Unity of Extremes
 |browser_gear_red1_3 = Orange/Blued Plate Armor
 |browser_gear_red1_4 = Red/Primarch's Grasp
 |browser_gear_red1_5 = Red/Andvari's Fortitude Support
 |browser_gear_red1_6 = Red/Brazier of the Bloody Lotus
 |browser_gear_red2_1 = Orange/Ruler's Globus
 |browser_gear_red2_2 = Orange/Blued Plate Armor
 |browser_gear_red2_3 = Red/Primarch's Grasp
 |browser_gear_red2_4 = Red/Evening Curfew
 |browser_gear_red2_5 = Red/Insatiable Wing Aegis
 |browser_gear_red2_6 = Red/Demigod's Wreath
}}</onlyinclude>
